steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_value_loss	average_policy_loss	n_updates	explained_variance
25610	1970	20745.33240699768	0.06755722206594407	0.06967167651253876	0.006703917866795148	0.07662564940382889	0.06064344340394523	0.036979795	1.4522866	0.0004841400994337164	0.08552426916547119	16128	-0.19655481946642728
25701	1977	20797.123263835907	0.07159998874838473	0.07233487137038046	0.005015210700711032	0.07822603867481766	0.06541169258559339	0.03588234	1.4531692	0.00042055058700498195	0.05748758929781616	16191	-0.014712565597809535
25805	1985	20853.854865312576	0.06702367454462448	0.06807078170714942	0.005985519862198296	0.07180330440828975	0.056957997679991185	0.03538539	1.4542863	0.00039068778001819735	0.04545391859486699	16254	-0.015617360082350595
25909	1993	20910.434736967087	0.07159868843552142	0.0728780449932669	0.0049229017812380356	0.0766187639216958	0.06542668031148081	0.035103533	1.4553342	0.00045600167504744604	0.11956270582973957	16317	-0.16381246420661433
26000	2000	20962.765165805817	0.07149812894405931	0.06806008039197423	0.007512014764354664	0.08306671654780944	0.06541576729509573	0.03455569	1.4562241	0.0004439393922802992	0.11888896448537707	16380	-0.1820009390071653
26104	2008	21019.577001810074	0.06732878809914321	0.06487767916662845	0.005940683918078216	0.0776899555152115	0.06275055918936967	0.0346602	1.4572387	0.00047795298567507413	0.06392675537616015	16443	-0.18964748636377338
26208	2016	21076.336195468903	0.07084846427745797	0.07073198189063545	0.006645850474102796	0.07981780821876949	0.061174831432593	0.035261657	1.4581958	0.0004940422516665422	0.008691248036921024	16506	-0.11926591706215262
26312	2024	21133.239354610443	0.07158441246420605	0.07231794030614419	0.002865135391049067	0.07447142861290483	0.06806827350971273	0.035219215	1.4590273	0.00043575984353083185	0.016027522385120393	16569	-0.04512360378405145
26403	2031	21186.02036690712	0.06830511233186955	0.06807439490945488	0.008312150536261288	0.07661996635017887	0.0553655206297599	0.035166476	1.4596963	0.0004065024654846638	0.04387739820405841	16632	0.036176062552855104
26507	2039	21242.632035255432	0.067956978609233	0.06700245578544305	0.0021782225147512473	0.0707279459050403	0.06539771133320402	0.035417404	1.4604138	0.0004113360903284047	0.10948268605396151	16695	0.0385453255958772
26611	2047	21299.350445508957	0.07010289040878002	0.07020469775991037	0.003793563614834176	0.07501164123225137	0.06542090696755984	0.035710283	1.4612615	0.0004441919285454787	0.11564745547249913	16758	-0.06682089887715037
26702	2054	21351.696744441986	0.0658472234895957	0.06381188519209575	0.004308759187070139	0.07127512861352625	0.06223112994182427	0.036962274	1.4620445	0.0004796357813756913	0.10005496967583895	16821	-0.05717561452318165
26806	2062	21408.04555463791	0.06615626634177517	0.06807648607863637	0.0037789026225906407	0.07020624730752342	0.06116211938047493	0.038034104	1.4628491	0.0004761630963184871	0.02842404244467616	16884	-0.03383723430657892
26910	2070	21464.53258752823	0.06978032778186435	0.06700197835413632	0.0059436512056235445	0.07929703216602757	0.06487079491746886	0.038434915	1.4637405	0.0004588199275895022	0.05950086323544383	16947	-0.02281117273954436
27001	2077	21517.479038238525	0.06627738035539463	0.06700803385713469	0.005092682929578987	0.07341107387160876	0.05959246507664801	0.03863896	1.4645312	0.00044962250234675593	0.07562973599880934	17010	-0.04970295562459315
27105	2085	21573.938670158386	0.07403806729388687	0.0717808101308786	0.0036754144084940473	0.07984828286362962	0.07125163135856337	0.039149478	1.4653	0.0004719238413963467	0.022129071652889253	17073	-0.024837786778541426
27209	2093	21630.765501976013	0.06786647477091556	0.068056696007285	0.004604119133060375	0.0734068468243176	0.0627646489127522	0.039102823	1.4660454	0.0005052183583029546	0.00724511481821537	17136	-0.23699096703074884
27300	2100	21683.100016117096	0.06872327686820258	0.06593469158610087	0.007463107406793003	0.07715467605161076	0.06062205667197787	0.038952515	1.4666057	0.00048229691106826066	0.06925958666950464	17199	-0.2083035079115647
27404	2108	21739.758840084076	0.06732425682695815	0.06593035686271283	0.0049570612461379455	0.07446611186079277	0.06275781276911434	0.039060082	1.4673196	0.00043808479400468057	0.04822483543306589	17262	-0.10536524741330955
27508	2116	21796.120903253555	0.06849877023500596	0.0685977740873322	0.0036526889304695645	0.07286742529120159	0.0632912988161621	0.039099846	1.4679052	0.00042082792962901296	0.14678847294300795	17325	-0.07918628831915098
27612	2124	21853.051384210587	0.06361172972553411	0.06222472283021209	0.0030393221550576127	0.0680744857704249	0.061172249757845465	0.038400263	1.4685471	0.00045489788753911854	0.14442620147019625	17388	-0.13193840522347577
27703	2131	21905.397921562195	0.07213710719747507	0.07180517309581343	0.006051276500043879	0.08146631873874122	0.06540858745824568	0.03802395	1.4692613	0.00041204906825441866	0.060943654999136926	17451	-0.16369196667824126
27807	2139	21962.06861448288	0.06864722615343453	0.06754396161537357	0.011188847277467518	0.08632727171888736	0.05640706902101149	0.03779426	1.4701623	0.00038937416073167694	0.06439323466271162	17514	-0.02997236689822147
27911	2147	22018.6552836895	0.07181195501856238	0.06805159614749641	0.006414455685862104	0.07983056198488064	0.0664746956558702	0.037595257	1.4711454	0.0004459056312043685	0.03601393749937415	17577	-0.1591857183071066
28002	2154	22071.32143831253	0.06573750905179018	0.06699740334797072	0.0051853362748321774	0.07180439380682221	0.06011830483086194	0.03797528	1.4720151	0.0005169971115537919	0.03197275875136256	17640	-0.16688291053855764
28106	2162	22128.157982349396	0.07104634758315853	0.07017523391017412	0.002844885984109063	0.07553838013494464	0.06805140820818555	0.038030565	1.4731786	0.0004604051540081855	0.011129886489361524	17703	-0.03614930038756081
28210	2170	22185.207548379898	0.06967172208903429	0.06860310425310902	0.006741644002453356	0.08087709187370619	0.06277353493611676	0.037918106	1.4743289	0.0004129200568422675	0.07825133763253689	17766	0.05614815985732502
28301	2177	22237.479508161545	0.0664804893511595	0.06592005768199795	0.00724242587988682	0.07553498479722802	0.056940987710375646	0.03746897	1.4756119	0.0003713699923537206	0.0771112061664462	17829	0.07729557497971262
28405	2185	22294.03966164589	0.06680288888723024	0.06804506334967078	0.0050882953315207246	0.07287690074288258	0.05906100873051077	0.037357844	1.4771178	0.00043753330915933473	0.052579200509935614	17892	-0.1619856513621052
28509	2193	22350.76537680626	0.07309460676913657	0.07180921589926904	0.006782800728600976	0.08413851257334938	0.06647841863382724	0.03719407	1.4789145	0.000468034285295289	0.04561797682195902	17955	0.009725592322277099
28600	2200	22403.00997710228	0.0657322678854309	0.06805260688635845	0.005904261445039977	0.07072611769485503	0.055890406396014114	0.036933266	1.4804238	0.00043551239985390567	0.09317367564886808	18018	-0.1845256463379623
28704	2208	22459.78274011612	0.06446412174225638	0.06435071031059249	0.005733678250049004	0.07180314900425848	0.05590524207661631	0.03692845	1.4821174	0.0003996703666052781	0.07755090065300464	18081	0.0771837114483197
28808	2216	22516.529517889023	0.06745070121133208	0.06275709476771833	0.007763513880815488	0.07877342068233066	0.06117479030053237	0.037190855	1.4838531	0.00039696214284049345	0.053522160854190585	18144	0.055369054864273126
28912	2224	22572.966505527496	0.0715952212737428	0.07340957427428083	0.005188493939996357	0.07767606144128794	0.0654118580789859	0.037405968	1.4855156	0.0004238817885925528	0.11790555575862527	18207	-0.010540529843581004
29003	2231	22625.30093240738	0.06722069733721939	0.0659419139759253	0.00307173063650241	0.07233268227931204	0.06435185636570069	0.037179854	1.4869694	0.0004708292763098143	0.1413460213318467	18270	-0.11289536758676166
29107	2239	22682.244569540024	0.06637620772861141	0.0654101644811814	0.005456517628836156	0.07393861808254938	0.060635396392045446	0.037273582	1.4888567	0.0004735770111437887	0.12131726710125804	18333	0.015748001648047683
29211	2247	22738.959632635117	0.07373121959328963	0.07445757078195522	0.006306104744990645	0.08253019818193268	0.064868236579708	0.037126984	1.490957	0.00044516278081573545	0.12878537381067873	18396	-0.015139816755211699
29302	2254	22791.87404036522	0.0673375235348498	0.06912125025010814	0.007821433503889806	0.07607002487447245	0.0564197684390021	0.035468668	1.4927849	0.00838540877775813	0.11862862119451165	18459	0.033214728184359554
29406	2262	22848.651999235153	0.07095967358393435	0.06806892939632661	0.005256475102094467	0.07769485019916536	0.06647156828802106	0.03565689	1.4951321	0.0009898960058490047	0.050749697163701056	18522	-0.07928063422522613
29510	2270	22905.12112379074	0.06902331253971401	0.06860066085892637	0.002724075661049988	0.0733886874188333	0.0659362010221699	0.035620466	1.4972923	0.0003969775945006404	0.03047312390990555	18585	-0.04647644544675167
29601	2277	22957.471749544144	0.06850446085841953	0.06753955106251838	0.004736404186988798	0.07500603249913108	0.06223065743172829	0.036194902	1.499007	0.0004141582445299719	0.06800394158810377	18648	-0.1207229795481688
29705	2285	23014.152789592743	0.0654258696327913	0.06487635851739867	0.006374689534298735	0.07180927449216648	0.05589505304748878	0.036911216	1.5008675	0.00047273585296352393	0.03161349575966597	18711	-0.07580863596582388
29809	2293	23070.547673225403	0.06489651185527762	0.06434469578618139	0.006551320839528356	0.0718018277601571	0.05536315638877959	0.036630463	1.5027587	0.0004659379424992949	0.018919275254011155	18774	-0.04267698330354541
29900	2300	23123.280362844467	0.06956546772343719	0.06967672090350653	0.003505751994910388	0.07288771263080882	0.06380496188695867	0.036121972	1.5043156	0.0004431862515048124	0.0943700222671032	18837	-0.08623556041102987
30004	2308	23179.792685747147	0.06415095325860974	0.06328590339848865	0.007384637716087766	0.07552882773929843	0.05747099451511422	0.03577548	1.5060397	0.0004329163124202751	0.06899762580171227	18900	0.011379727348478363
30108	2316	23236.322964668274	0.07169735054732664	0.07178586869579283	0.0040804935659258705	0.07661989222509806	0.06542657027870745	0.035209298	1.5073597	0.0004189863518695347	0.027345230970531702	18963	-0.07486345747873813
30212	2324	23293.089979171753	0.06884920267652024	0.07394555488468847	0.009628537466533697	0.0787477022904127	0.05747868524076761	0.035376914	1.5085979	0.000430267475603614	0.04582509309053421	19026	-0.06111900176193186
30303	2331	23345.303703546524	0.06733684186281454	0.06647887568469933	0.0047158235468734225	0.07501940564342649	0.06329106762622336	0.037397247	1.5095527	0.00043335527399904097	0.045713729374110695	19089	-0.08470712797995583
30407	2339	23401.994218587875	0.07116530691013437	0.0728709722006272	0.004015347849825562	0.07500398405832177	0.06487543590166163	0.037340753	1.5105029	0.00046317529326188377	0.006227949094027281	19152	-0.07163498528965917
30511	2347	23458.954619169235	0.07341373981851655	0.07126069883196211	0.007387608113588011	0.08630156923554848	0.06753814100973549	0.037105136	1.5115772	0.00045526974194217475	0.03604187382385135	19215	-0.06707651771064338
30602	2354	23511.122572422028	0.07065108259722264	0.0739428943028859	0.008048253621581385	0.07555644412024752	0.05642144870472063	0.03684229	1.5127854	0.00040453357680235056	0.065613899147138	19278	-0.015864228069593977
30706	2362	23567.828498363495	0.06372043842639827	0.06486409834723775	0.0039152109791909485	0.06701199123302667	0.056947178733917934	0.03621737	1.5144805	0.0004274397013068665	0.048090804340317844	19341	-0.07551434149628711
30810	2370	23624.44806599617	0.06626105561015519	0.0654153437623702	0.0023373424346759407	0.0696623613397581	0.06381384924605844	0.03611553	1.516076	0.0004338769982859958	0.042824553418904544	19404	-0.04495612693542128
30901	2377	23676.575578689575	0.07383532004092339	0.07553787075951726	0.004640327788820512	0.07821080491269781	0.06700955092194937	0.03633504	1.5175542	0.00042213001113850624	0.027375499438494443	19467	0.04017038186541266
31005	2385	23732.969138383865	0.06934261820319951	0.07178626042944952	0.00396936182146195	0.07285224282431439	0.06382156852484361	0.03693819	1.5192983	0.0004662784733227454	0.005224373955279589	19530	-0.033388984671569144
31109	2393	23789.980827331543	0.07118019754147785	0.07286550637744986	0.006603155080803058	0.07876913503240315	0.06064991047609283	0.03667823	1.5211451	0.00042072183612617664	0.027348813451826572	19593	0.01470434516421093
31200	2400	23842.52013540268	0.06854380874567312	0.07234090568642579	0.011550043755457432	0.08146757634395568	0.05169428623193399	0.036340613	1.5228409	0.00039352928011794576	0.046951687745749954	19656	-0.055712219687098496
31304	2408	23899.113509655	0.06893886839988761	0.07019808132203138	0.006688459956721602	0.07608190986796735	0.05906622139319222	0.036154848	1.5248853	0.0003608197305584326	0.01894241660833359	19719	-0.049280540354345925
31408	2416	23955.9549472332	0.0715938707131712	0.0717978005077028	0.004220674661771787	0.07770382821554718	0.06646592789271316	0.0359588	1.5267162	0.00036032572810654526	-0.0017661472596228122	19782	0.050380057239100884
31512	2424	24012.478996276855	0.06926709781958644	0.07180699341789534	0.009130150333484032	0.07767621341617867	0.05380322057984478	0.036190078	1.5282444	0.0003757464479713235	0.02505727155134082	19845	-0.010925372056241223
31603	2431	24064.717411994934	0.0672247701276987	0.06699910787544575	0.004676324123811108	0.07393530960156024	0.06170455915766473	0.036610153	1.5294052	0.00041318103176308797	0.04123482059687376	19908	0.02324137776401458
31707	2439	24121.58004140854	0.06742860088063622	0.06699596272716773	0.0013671692014364401	0.0691028046002271	0.0659429076390394	0.036740392	1.5302652	0.0004041636134206783	-0.0035245236940681934	19971	0.06370510592047207
31811	2447	24178.36446738243	0.07180921957947102	0.0739361106485651	0.00586678999674155	0.07877367363171096	0.06327272148091988	0.0368758	1.5308757	0.0004016009398037568	0.006754174511879683	20034	0.07300641993096124
31902	2454	24230.6152780056	0.06775898245736181	0.06701112325327509	0.00374548550738828	0.07395156118591582	0.06436028766587565	0.037295997	1.5313418	0.0004511679422284942	0.037134608291089534	20097	0.04647365671321113
32006	2462	24286.997653007507	0.07269451693237385	0.07180802644979631	0.01029472590646601	0.08523513990383846	0.05747942022669852	0.037998244	1.5316551	0.00048824419427546674	0.04967906974256039	20160	0.11692454112826367
32110	2470	24343.22273659706	0.06797155320351592	0.06967143811479426	0.004193049108803494	0.07233591710614119	0.06170243745342946	0.038367327	1.5319908	0.00046369934134418147	0.0406442679464817	20223	-0.17914017968573148
32201	2477	24395.387653827667	0.06851419222196233	0.06859978875675983	0.007157022889768888	0.07985147155933797	0.061173529228789436	0.038513664	1.5323089	0.0004896538745379075	-0.002345313671976328	20286	-0.0579666217860193
32305	2485	24452.605745077133	0.06850329248027662	0.07232265540412115	0.006247401705014827	0.073918564999485	0.061173392204808136	0.038561918	1.5325361	0.0004595921943837311	0.0032742500677704813	20349	0.03387329871836642
32409	2493	24509.034273386	0.07299972083507215	0.0733931705719672	0.009251584007683387	0.0819844621447721	0.06010979559532635	0.038566407	1.5327668	0.00039930519749759697	0.04019570743665099	20412	0.023253740107109344
32500	2500	24561.415120363235	0.06924582442135051	0.06860954641293743	0.003438320964337571	0.07447106491050784	0.06488901148253687	0.038634256	1.5332689	0.00036552881501847876	0.03204504393041134	20475	0.010689868694458315
32604	2508	24617.998842954636	0.07235630704064121	0.07018992953614217	0.006282924350403139	0.08200867171637671	0.06648474109508969	0.038948532	1.5342531	0.00039598769435542633	0.021227887086570262	20538	-0.011549429838775493
32708	2516	24674.620416402817	0.06956523431152811	0.07019114246796138	0.004026217151840878	0.07393424139666399	0.06328857625962676	0.039687064	1.5351875	0.0004397930932464078	0.023630352448672055	20601	0.021500517439511646
32812	2524	24731.407702445984	0.06820221155574244	0.06806909777143567	0.008599168867588488	0.08037346689562781	0.05642742432769813	0.040226944	1.5362452	0.0004143152025062591	0.02038946909829974	20664	0.09095945538087558
32903	2531	24783.622009515762	0.06722693066990945	0.06752393874491085	0.005019175814212796	0.07286078387111004	0.0595883812528713	0.040046196	1.5369962	0.00040486084835720246	-0.007240018984302879	20727	0.10637186878863247
33007	2539	24840.157027482986	0.07416753605936471	0.07661512008587165	0.006530368223930519	0.08090361429744446	0.063825897578044	0.03952326	1.5379148	0.000449577583494829	0.037944127516821025	20790	-0.028034070694774815
33111	2547	24897.074096679688	0.07021132827698985	0.07020914705177482	0.0059876768693048355	0.07820754357114533	0.061703660024761145	0.04023833	1.5390176	0.0004377505352022126	0.021808708477765323	20853	0.09618154554902891
33202	2554	24949.48111128807	0.07116599381241848	0.06966453970963635	0.006176903986011372	0.08090153648279366	0.06487633114889547	0.039850716	1.5397809	0.0004180452045693528	0.0246001679264009	20916	-0.020424887099024902
33306	2562	25006.11658859253	0.07074774863285223	0.06966447521694517	0.006552972161454034	0.08038558474300504	0.06222856203410179	0.03926698	1.5407174	0.000515679136296967	0.055806512888520954	20979	-0.04081021342949831
33410	2570	25063.386028766632	0.06839652508483374	0.0680643485201482	0.005073137847597701	0.07662292046078868	0.06327345551730708	0.037325576	1.5420353	0.0004036156316578854	0.034835389107465746	21042	-0.04453656344333612
33501	2577	25115.63424348831	0.07031169344036994	0.06859778028854097	0.0033712073738840806	0.07395544225388338	0.06699746599643011	0.036188543	1.5432364	0.0003636182617628947	0.010885099973529577	21105	-0.028978746838498104
33605	2585	25171.901186943054	0.07191560149230175	0.07234605921095832	0.005724109868470619	0.08035759794426758	0.06538965591616146	0.03617314	1.5444865	0.00040694891329621895	0.0001290173828601837	21168	-0.012761764843690182
33709	2593	25228.833849191666	0.07234097459107151	0.07287677875640847	0.0033733215510655438	0.07714221119552103	0.06860893010518741	0.035523858	1.5456728	0.0004299481063208077	0.010067196432501077	21231	-0.004359339466630807
33800	2600	25281.028896570206	0.0712678996460629	0.07019669088363617	0.003288018353942059	0.07607183191881377	0.06754148850867067	0.035081685	1.5467441	0.0004902224741817917	0.015190170053392649	21294	-0.008543462048398176
33904	2608	25337.67595076561	0.0695959640707339	0.06488797150325075	0.009285082927263376	0.08577420670143811	0.06383223221821534	0.03502136	1.5483336	0.0004622921255941037	0.018822220358997582	21357	0.05109429965474621
34008	2616	25394.71142077446	0.06977848939531381	0.07234039431374745	0.004009975915475465	0.07286556944325953	0.06487726408618866	0.034509767	1.5499746	0.0003962490145931952	0.03057554692029953	21420	-0.03136180216724105
34112	2624	25451.47213935852	0.07194609523818671	0.0734034295365955	0.009272395246532774	0.08471545708710465	0.06117236396054033	0.03335791	1.5516404	0.000423623702081386	0.0068241097219288345	21483	0.029678355210110974
34203	2631	25503.73096227646	0.07169989783382018	0.07288758078505131	0.003585261235153067	0.07500494083791567	0.06594457763908383	0.034456678	1.553071	0.0005064373773348052	0.020235446710139514	21546	0.06366746806078694
34307	2639	25560.203315258026	0.06936516734774982	0.07019920089046128	0.006596324360398758	0.0776924121790587	0.060643162088960006	0.036111597	1.55457	0.0005224634337355383	0.04238707729615271	21609	-0.007617890061000221
34411	2647	25616.982592105865	0.07032315969345013	0.0712629373600889	0.00837657638452173	0.08306539102645427	0.06222060775473187	0.038512316	1.5556269	0.0005145014864683617	0.02865766898728907	21672	-0.00230115327080882
34502	2654	25669.453077316284	0.06934879624065689	0.06966360114356325	0.0051026773784421785	0.07662147046386061	0.06273803684457581	0.040862534	1.5562329	0.0006110573362093419	0.03611689831130207	21735	0.05009656267444318
34606	2662	25726.663680553436	0.06732736929998892	0.06540457455691308	0.004723085872953861	0.07286487693275034	0.06222735940587481	0.041148882	1.5566143	0.0005608402419602499	0.030164034999907018	21798	0.009987945486363059
34710	2670	25783.795665740967	0.06487876640519039	0.0643556383099612	0.002308683104222943	0.06858956976872724	0.06277181155737009	0.0399356	1.556967	0.0004378364524745848	0.005922213755548	21861	0.023389524498113934
34801	2677	25835.99414587021	0.06658230966840045	0.06433046824939012	0.004913651386611038	0.07286888418761442	0.061691178798934605	0.039238557	1.5570462	0.00039593955778400414	0.02352132886648178	21924	-0.03169380492973661
34905	2685	25892.405504226685	0.07019847454972064	0.07232093516601128	0.005585593721150372	0.07552502570682618	0.06273819307314922	0.039221402	1.5571082	0.0004981522861635312	0.009260217808187008	21987	-0.030219297152185076
35009	2693	25949.080268383026	0.06616229255282849	0.0664779212723639	0.004668055935192914	0.07126858215795921	0.05958747122712336	0.038956366	1.5572232	0.0013069735604221934	0.03199342735111713	22050	-0.001650545566201922
35100	2700	26001.529656648636	0.06754203370552275	0.06700285866048547	0.004965816358916379	0.07340263413047196	0.06273848367125694	0.035822574	1.5571438	0.0009211613069055602	0.03278157491236925	22113	0.024814151725973455
35204	2708	26058.545112609863	0.06851294348598512	0.06859273791741988	0.006770733260085518	0.07606979446385814	0.05959540936700188	0.03415801	1.5572872	0.0003576745181635488	0.04585661908611655	22176	-0.05286855217413966
35308	2716	26114.723069667816	0.06456293995598794	0.06381149698718866	0.004726742331566887	0.0696606306855947	0.05905274741468911	0.03410668	1.5576481	0.00046310899648233317	0.009520742688328027	22239	0.024982314876372813
35412	2724	26171.12258529663	0.07171556996318534	0.07287173199655257	0.00619795352343903	0.07931727672143041	0.06488935998861652	0.03395007	1.5583966	0.0005015506925701629	0.029387083537876606	22302	-0.03908414673395111
35503	2731	26223.065279245377	0.0681729357725912	0.06753885127083427	0.002108720702598462	0.07179749781787471	0.06647840554497784	0.032558728	1.5590589	0.00047612311405828225	0.02645032435655594	22365	0.027727927021775733
35607	2739	26279.297397375107	0.06882759777190044	0.07020759466373856	0.00568648003064089	0.07395108213717498	0.05904662722743139	0.033303753	1.5598925	0.0005429062381153926	0.06253913503140211	22428	0.01571825033243801
35711	2747	26335.7582116127	0.06785434503275756	0.06540062852262891	0.005273091683677124	0.07555455816942923	0.06222679191648031	0.03556933	1.5607651	0.0005537382810143754	0.045704199150204655	22491	-0.03698196779834895
35802	2754	26388.173737049103	0.06891747058998511	0.0701672233469097	0.004673457945590974	0.07339880112616493	0.061163036376400595	0.036555294	1.5619104	0.00047052951485966333	0.011588553246110678	22554	0.011426314632244305
35906	2762	26444.35910964012	0.07266220794040294	0.07073020662738445	0.005736712547681303	0.08251699163749182	0.06753387976275463	0.036736146	1.5631438	0.0004499399781343527	0.02170374624431133	22617	0.03291487101928792
36010	2770	26500.75060915947	0.07011338938684622	0.06804909412404145	0.007798560084082585	0.08092639629590895	0.06063568528877803	0.037620243	1.5645268	0.0004397974924359005	0.06466548969969153	22680	0.02751438852196697
36101	2777	26552.979440927505	0.06435884926912656	0.0622250219281582	0.006433770517419496	0.07447605169370121	0.057994366529654874	0.040881272	1.5657803	0.0005006287836295086	0.027655294071882962	22743	0.002738819702464923
36205	2785	26609.51514196396	0.06818318270100789	0.0669977954183886	0.006887525365763133	0.07713002031951419	0.059054997862267616	0.042265397	1.5669523	0.0005311331919801887	-0.01890806758776307	22806	0.012011683211127777
36309	2793	26665.93959093094	0.07459543926968763	0.07287697705082925	0.006643692767068731	0.08521958723645531	0.06700755799763031	0.042082377	1.5677781	0.0005705651667085477	-0.009352397583425045	22869	-0.008277814651025173
36400	2800	26718.44854068756	0.06786289583171072	0.06965892393216487	0.005334064404942093	0.07287731197421	0.06116438068159591	0.041891515	1.5680306	0.0006760180283163209	0.04132331121712923	22932	-0.03279637671251279
36504	2808	26775.10689806938	0.06925931481797049	0.06807987915371361	0.006308060286044118	0.0792995085618135	0.06329235500802473	0.042274	1.5686955	0.0006156756106065586	0.06128110609948635	22995	0.015323994694880216
36608	2816	26831.560037851334	0.068082650827598	0.0675443842834054	0.004626321506725001	0.07448410996254998	0.06170949430368486	0.04170201	1.5695149	0.000443916120857466	-0.0059302540309727194	23058	-0.03589787317935467
36712	2824	26887.843230962753	0.07129326962596291	0.07394312392257006	0.00829333549024222	0.0819896093110225	0.061171043888596725	0.040783525	1.5705951	0.00044063296416425147	-0.008833121098577977	23121	0.020950281930880887
36803	2831	26939.75652360916	0.07074441801377437	0.0701946481207681	0.006010693115992374	0.07984427763516636	0.06328423875212166	0.039443016	1.5713065	0.0005127619362610858	-0.0013662529923021793	23184	0.003500295404433751
36907	2839	26996.710839271545	0.06668806436085602	0.06754699088931565	0.002700690054616725	0.06913408652767188	0.06380247494923762	0.03969294	1.5720508	0.0005084514412737917	-0.018898218646645547	23247	0.05542760967590943
37011	2847	27053.486784934998	0.06892922749037268	0.06807418491011295	0.003738705714525237	0.0739568445272006	0.06435977389904435	0.038366705	1.5727084	0.00045067523620673456	-0.015228984877467155	23310	0.034242720194784027
37102	2854	27105.88795375824	0.07223828513374328	0.07339937806573454	0.005373598689984067	0.07660861999364406	0.0632909792422622	0.03808708	1.5734384	0.0003990487121336628	0.04493704032152891	23373	0.022039988485420547
37206	2862	27162.470615386963	0.06935377403995649	0.0712585452253768	0.005064333690883984	0.07446258073228113	0.061704415196436296	0.037678976	1.574538	0.0004439207271207124	0.037514065988361836	23436	0.0021288197166219325
37310	2870	27218.932488679886	0.06553634393456956	0.06860419946433545	0.007449931889683679	0.07179645641575265	0.05432184132417459	0.03732865	1.5759264	0.00046378457540413365	-0.002919325456023216	23499	-0.07050877143818624
37401	2877	27271.601307868958	0.07395109894328085	0.0728510595109411	0.006409617762292219	0.08252844613585758	0.06701197975767137	0.03736015	1.5774115	0.001818634041119367	0.00393751660361886	23562	-0.022720555948601673
37505	2885	27328.46276307106	0.06775718482295551	0.0701932649238759	0.005711853295021207	0.07394042915948973	0.06116756030851433	0.037759095	1.5787311	0.0021917302630026824	0.021912860255688428	23625	0.00030715482521626036
37609	2893	27384.943313360214	0.06574453310331568	0.06698345736285505	0.008676197976436848	0.07284329011933131	0.051169118060382726	0.036759812	1.5797416	0.0004666838503908366	0.008900560028851033	23688	-0.05151019899437248
37700	2900	27437.29704785347	0.0676625449030289	0.06858475232950538	0.00801779666937871	0.07983083102083102	0.06012722743024398	0.036808748	1.5806456	0.000415571435878519	0.016282018534839154	23751	0.0359569281145915
37804	2908	27493.9744887352	0.06945478067039393	0.06754524896054058	0.0037218359986702296	0.0760611081636829	0.06752890032489783	0.036817376	1.5817895	0.0004215333514730446	0.0001955767534673214	23814	-0.014107561024738313
37908	2916	27550.73131799698	0.06913580941002734	0.06860004261103693	0.0033279960575462084	0.07340264847105961	0.06434339891105431	0.035917528	1.5828589	0.000512963986111572	0.006558770462870598	23877	0.1072155616465903
38012	2924	27607.104145765305	0.07225937944720785	0.06807701177648952	0.00896161482557684	0.08792714508458568	0.06595239214483187	0.03664089	1.5838695	0.0005585263212560676	0.010179812610149384	23940	0.005983730014969435
38103	2931	27659.880610704422	0.07278465511911451	0.0712682523789162	0.0085528336204286	0.08201246544297305	0.06222129478985545	0.037258998	1.5847168	0.0004500367809669115	0.01049126859754324	24003	-0.0019339128704045638
38207	2939	27716.475254058838	0.06831642187416798	0.0712799276397143	0.009389754509708099	0.07929957222322606	0.05852859511604723	0.036968037	1.5857553	0.0004166688951954711	-0.01388928348198533	24066	0.008559142761454863
38311	2947	27773.03910112381	0.07085031057001304	0.06965168766575572	0.0064009092013403955	0.08145557223633652	0.06435707969001034	0.03647505	1.5865546	0.0003954328449617606	-0.019304705038666724	24129	0.018740224738424294
38402	2954	27825.311532974243	0.06903443652283328	0.06967439072654168	0.002782274256942763	0.0723479042428566	0.06487683628438136	0.03551391	1.5870925	0.0003765634425508324	0.013760600090026855	24192	0.032082109387606694
38506	2962	27881.825126886368	0.06893529954896449	0.06646858899469173	0.006211041650113178	0.0798517546096447	0.06435196059956598	0.035034087	1.5877022	0.0005055868087220005	0.06074707262217999	24255	0.027257896952974092
38610	2970	27938.156267404556	0.06817497643736903	0.0696733250068704	0.002906546761085935	0.071260915022672	0.06433892863130986	0.035727486	1.5884072	0.0005831184779526666	0.015412964904680849	24318	-0.0065387113644921335
38701	2977	27990.5723862648	0.0706278199806583	0.07125008195868754	0.0024208304538225417	0.07339641541714348	0.06701419260213866	0.03550544	1.5887798	0.0004989778208255302	0.0058772212918847795	24381	-0.007502074876056364
38805	2985	28047.13457083702	0.06522576232595585	0.06700023415020065	0.008213670444700541	0.0755461101703823	0.0543305748414894	0.036453955	1.5891047	0.0005463540687924251	0.02963648771867156	24444	-0.0008787529950602391
38909	2993	28103.777161359787	0.06829898529870004	0.06912601217895963	0.007913035911072088	0.07608256106848368	0.05799886497669229	0.035912156	1.5896081	0.0004713400395121425	0.01593394882977009	24507	0.009124212717755431
39000	3000	28156.135305166245	0.0744910124922673	0.07502222165437293	0.005448993487402388	0.07984620412408838	0.0654118912912629	0.036018234	1.589915	0.00041848878856399097	0.037523583434522154	24570	-0.001142573205910491
